Episode,Reward
794.0,-16.157481938054804
795.0,-16.185907118674255
796.0,-16.214048047487513
797.0,-16.211907567012638
798.0,-16.239788491342512
799.0,-16.257390606429087
800.0,-16.284816700364797
801.0,-16.29196853336115
802.0,-16.31904884802754
803.0,-16.285858359547262
804.0,-16.27299977595179
805.0,-16.280269778192274
806.0,-16.26746708041035
807.0,-16.264792409606244
808.0,-16.26214448551018
809.0,-16.249523040655077
810.0,-16.267027810248525
811.0,-16.21435753214604
812.0,-16.24221395682458
813.0,-16.269791817256333
814.0,-16.237093899083767
815.0,-16.244722960092933
816.0,-16.232275730492002
817.0,-16.259952973187083
818.0,-16.267353443455214
819.0,-16.30467990902066
820.0,-16.331633109930454
821.0,-16.33831677883115
822.0,-16.34493361104284
823.0,-16.351484274932414
824.0,-16.367969432183088
825.0,-16.344289737861256
826.0,-16.310846840482643
827.0,-16.307738372077818
828.0,-16.294660988357037
829.0,-16.27171437847347
830.0,-16.25899723468873
831.0,-16.266407262341847
832.0,-16.26374318971843
833.0,-16.291105757821246
834.0,-16.298194700243034
835.0,-16.265212753240604
836.0,-16.252560625708195
837.0,-16.240035019451113
838.0,-16.227634669256602
839.0,-16.195358322564037
840.0,-16.213404739338397
841.0,-16.211270691945014
842.0,-16.239157985025564
843.0,-16.226766405175308
844.0,-16.244498741123554
845.0,-16.27205375371232
846.0,-16.239333216175197
847.0,-16.226939884013444
848.0,-16.25467048517331
849.0,-16.23212378032158
850.0,-16.229802542518364
851.0,-16.237504517093182
852.0,-16.21512947192225
853.0,-16.162978177203026
854.0,-16.161348395430995
855.0,-16.109734911476686
856.0,-16.12863756236192
857.0,-16.0973511867383
858.0,-16.086377674870917
859.0,-16.08551389812221
860.0,-16.074658759140984
861.0,-16.033912171549574
862.0,-16.04357304983408
863.0,-16.03313731933574
864.0,-16.02280594614238
865.0,-16.012577886680955
866.0,-15.942452107814145
867.0,-15.933027586736003
868.0,-15.883697310868643
869.0,-15.844860337759956
870.0,-15.876411734382355
871.0,-15.897647617038531
872.0,-15.878671140868146
873.0,-15.849884429459465
874.0,-15.811385585164869
875.0,-15.82327172931322
876.0,-15.835039012020088
877.0,-15.786688621899886
878.0,-15.758821735680888
879.0,-15.721233518324079
880.0,-15.664021183140838
881.0,-15.65738097130943
882.0,-15.690807161596334
883.0,-15.68389908998037
884.0,-15.677060099080567
885.0,-15.690289498089761
886.0,-15.643386603108864
887.0,-15.666952737077775
888.0,-15.630283209706997
889.0,-15.653980377609926
890.0,-15.647440573833828
891.0,-15.65096616809549
892.0,-15.584456506414535
893.0,-15.548611941350389
894.0,-15.523125821936885
895.0,-15.497894563717518
896.0,-15.512915618080342
897.0,-15.527786461899538
898.0,-15.472508597280543
899.0,-15.497783511307738
900.0,-15.47280567619466
901.0,-15.488077619432714
902.0,-15.513196843238386
903.0,-15.478064874806002
904.0,-15.473284226057942
905.0,-15.478551383797363
906.0,-15.53376586995939
907.0,-15.568428211259796
908.0,-15.5427439291472
909.0,-15.527316489855728
910.0,-15.53204332495717
911.0,-15.566722891707599
912.0,-15.571055662790522
913.0,-15.525345106162616
914.0,-15.500091655100992
